Time (s),Extension (mm),Load (N),Tensile strain (mm/mm)
350.854,27.16231,10558.8623,0.21304
350.954,27.17031,10547.46777,0.2131
351.054,27.17881,10539.46387,0.21317
351.154,27.18719,10529.4707,0.21323
351.254,27.19537,10517.85547,0.2133
351.354,27.20362,10507.13086,0.21336
351.454,27.21193,10499.48828,0.21343
351.554,27.22044,10488.65039,0.2135
351.654,27.22869,10479.47754,0.21356
351.754,27.23718,10469.97168,0.21363
351.854,27.24562,10456.94434,0.21369
351.954,27.25368,10443.94727,0.21376
352.054,27.26187,10434.28711,0.21382
352.154,27.27031,10424.51758,0.21389
352.254,27.27875,10414.74609,0.21396
352.354,27.28718,10404.84766,0.21402
352.454,27.29556,10393.91602,0.21409
352.554,27.30381,10379.0625,0.21415
352.654,27.31181,10369.01074,0.21422
352.754,27.32037,10361.49902,0.21428
352.854,27.32875,10347.45898,0.21435
352.954,27.33681,10335.1084,0.21441
353.054,27.3455,10328.01953,0.21448
353.154,27.35374,10314.86719,0.21455
353.254,27.36206,10301.75977,0.21461
353.354,27.37043,10291.37988,0.21468
353.454,27.37881,10279.79102,0.21474
353.554,27.38706,10264.2373,0.21481
353.654,27.39506,10252.47266,0.21487
353.754,27.40368,10245.66504,0.21494
353.854,27.41231,10232.92969,0.21501
353.954,27.42031,10217.66504,0.21507
354.054,27.42893,10207.92285,0.21514
354.154,27.43712,10193.90234,0.2152
354.254,27.44525,10180.59766,0.21527
354.354,27.45356,10169.19043,0.21533
354.454,27.46199,10158.61523,0.2154
354.554,27.4705,10144.70605,0.21547
354.654,27.47868,10131.55762,0.21553
354.754,27.48693,10119.39453,0.2156
354.854,27.4955,10106.43652,0.21566
354.954,27.50368,10092.07129,0.21573
355.054,27.512,10078.62598,0.21579
355.154,27.52043,10065.23145,0.21586
355.254,27.52862,10050.33789,0.21592
355.354,27.53706,10039.31543,0.21599
355.454,27.54556,10027.67578,0.21606
355.554,27.55393,10009.61719,0.21612
355.654,27.56193,9995.85156,0.21619
355.754,27.57037,9983.71582,0.21625
355.854,27.57856,9966.87891,0.21632
355.954,27.58681,9954.61426,0.21638
356.054,27.59556,9944.19824,0.21645
356.154,27.60394,9927.50684,0.21652
356.254,27.61212,9909.33398,0.21658
356.354,27.62024,9894.52441,0.21664
356.454,27.62868,9882.11621,0.21671
356.554,27.63706,9865.55957,0.21678
356.654,27.64518,9849.62988,0.21684
356.754,27.65381,9838.35059,0.21691
356.854,27.66224,9820.10059,0.21698
356.954,27.67025,9803.42676,0.21704
357.054,27.67893,9791.08105,0.21711
357.154,27.68719,9773.34863,0.21717
357.254,27.69531,9755.12012,0.21724
357.354,27.70356,9739.39453,0.2173
357.454,27.71187,9725.12988,0.21737
357.554,27.7205,9709.61914,0.21743
357.654,27.72875,9692.79883,0.2175
357.754,27.73712,9675.35254,0.21757
357.854,27.74562,9657.10449,0.21763
357.954,27.75356,9637.29883,0.21769
358.054,27.76193,9622.35449,0.21776
358.154,27.77044,9605.85645,0.21783
358.254,27.77868,9585.99219,0.21789
358.354,27.78712,9568.69043,0.21796
358.454,27.7955,9552.24219,0.21802
358.554,27.80375,9530.00488,0.21809
358.654,27.81194,9513.73242,0.21815
358.754,27.82043,9496.43359,0.21822
358.854,27.82875,9474.31348,0.21829
358.954,27.83675,9454.77344,0.21835
359.054,27.84537,9439.48828,0.21842
359.154,27.85387,9419.54785,0.21848
359.254,27.86212,9396.87598,0.21855
359.354,27.87037,9375.92871,0.21861
359.454,27.87881,9357.22266,0.21868
359.554,27.887,9332.81641,0.21875
359.654,27.89512,9313.29395,0.21881
359.754,27.90381,9296.96973,0.21888
359.854,27.91231,9272.07227,0.21894
359.954,27.92037,9248.36426,0.21901
360.054,27.92881,9227.4082,0.21907
360.154,27.93706,9204.54004,0.21914
360.254,27.94537,9181.22559,0.2192
360.354,27.95362,9158.00098,0.21927
360.454,27.962,9135.49707,0.21934
360.554,27.9705,9110.92578,0.2194
360.654,27.97862,9084.93066,0.21947
360.754,27.98706,9061.87598,0.21953
360.854,27.99569,9035.31836,0.2196
360.954,28.00368,9005.66504,0.21966
361.054,28.012,8980.06738,0.21973
361.154,28.02031,8952.79199,0.21979
361.254,28.02862,8924.73438,0.21986
361.354,28.03712,8896.54004,0.21993
361.454,28.04562,8866.19336,0.21999
361.554,28.05393,8829.3916,0.22006
361.654,28.06187,8793.55078,0.22012
361.754,28.07031,8751.55078,0.22019
361.854,28.07868,8662.02539,0.22025
361.954,28.08687,8458.76953,0.22032
362.054,28.09625,6951.16455,0.22039
362.092,28.10231,-147.97504,0.22044
